BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
DADRI,Others,2024-06-18T06:09:53.55,Others,"GAUTAM BUDDHA NAGAR",1415025,"मौसम का पूर्वानुमान अगले 5 दिनों में वर्षा होने की संभावना है","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",18,6,2024
JEWAR,Others,2024-06-18T16:55:16.187,Others,"GAUTAM BUDDHA NAGAR",1420149,"Registration No.
UP127447589
Enter OTP
Mobile OTP
 
OTP has been sent at mobile no. XXXXXX4821","ASKED ABOUT TO PM KISAN SAMMAN NIDHI YOJANA  ?
","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",18,6,2024
DADRI,Others,2024-06-18T17:17:46.097,Others,"GAUTAM BUDDHA NAGAR",1405836,"THANX FOR CALLING KISAAN CALL CENTER
","FOR CALLING KISAAN CALL CENTER","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",18,6,2024
JEWAR,Others,2024-06-18T19:38:34.157,Others,"GAUTAM BUDDHA NAGAR",1419608,"महोदय, भारत सरकार द्वारा प्रधानमंत्री किसान सम्मान निधि योजना के तहत आने वाली इस वर्ष की दूसरी किस्त जारी की जा चुकी है, अगर आप की किस्त अभी आपके खाते में नहीं पहुंची है तो कृपया कुछ दिन प्रतीक्षा करें, और अपना खाता चेक करते रहें |
","Information about beneficiary status of PM Kisan Samman Nidhi Yojna ...?
","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",18,6,2024
DADRI,Others,2024-06-19T06:14:23.777,Others,"GAUTAM BUDDHA NAGAR",1424564,"मौसम का पूर्वानुमान दादरी  .. अगले 5दिनों में मध्यम से वर्षा होने की संभावना है, लेकिन आंशिक रूप से बादल छाए रहेंगे। ","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",19,6,2024
DADRI,Others,2024-06-19T13:31:07.8,Others,"GAUTAM BUDDHA NAGAR",1435029,"मौसम का पूर्वानुमान अगले 5दिनों में वर्षा होने की संभावना है, लेकिन आंशिक रूप से बादल छाए रहेंगे। ","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",19,6,2024
DADRI,Millets,2024-06-19T15:42:11.69,"Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","GAUTAM BUDDHA NAGAR",1441607,"बाजरा की प्रमुख किस्में एच एच बी 67-2, आर एच बी-177 , आर एच बी-173, आर एच बी-121, जी एच बी- 538 है
","ASKED ABOUT TO VARIETY OF BAJRA ?",Varieties,NA,AGRICULTURE,"UTTAR PRADESH",19,6,2024
DANKAUR,Cereals,2024-06-19T18:06:17.88,"Paddy (Dhan)","GAUTAM BUDDHA NAGAR",1439572,"महोदय  19 जून से  25 जून तक हल्की बूंदाबांदी की संभावना है और आंशिक रूप से बादल छाए रहेंगे। आज का न्यनतम तापमान 30 डिग्री सेल्सियस और अधिकतम तापमान 38 डिग्री सेल्सियस और हवा की गति 7-14 किमी प्रति घंटे रहने की उम्मीद मौसम के अनुसार कृषि कार्य करें।","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",19,6,2024
DADRI,Others,2024-06-19T21:19:31.813,Others,"GAUTAM BUDDHA NAGAR",1424567,"मौसम का पूर्वानुमान जिले आपके क्षेत्र में अगले 5 दिनों में हल्की वर्षा होने की संभावना है, लेकिन आंशिक रूप से बादल छाए रहेंगे। आज का अपेक्षित अधिकतम तापमान (44 डिग्री सेल्सियस और न्यूनतम तापमान 30 डिग्री सेल्सियस और हवा की गति 26 किलोमीटर प्रति घंटा) चलने की संभावना है। और बारिश होने की स्थिति में कृपया फसलों में किसी भी प्रकार का स्प्रे ना करें सिंचाई ना करें।
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",19,6,2024
JEWAR,Cereals,2024-06-20T07:21:03.697,"Paddy (Dhan)","GAUTAM BUDDHA NAGAR",1445187,"श्रीमान जी आप धान की नर्सरी में कार्बेन्डाजिम 12 % + मैंकोजेब 63 % WP @ 2 ग्राम/लीटर पानी की दर से घोल बनाकर छिड़काव करें|","Rice nursery is getting scorched?","	Plant Protection	",NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DANKAUR,Others,2024-06-20T08:46:45.177,Others,"GAUTAM BUDDHA NAGAR",1449343,"मौसम का पूर्वानुमान संभावना है अगले पांच दिनों में मध्यम से वर्षा लेकिन आंशिक रूप से बादल छाए रहेंगे। आज की अपेक्षा अधिकतम तापमान 40-42°C और न्यूनतम तापमान 26-28 °C है हवा की गति  11-16 किलोमीटर प्रति घंटा चलने की संभावना है मौसम को ध्यान में रखते हुए सिंचाई करें।","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DADRI,Others,2024-06-20T09:30:19.417,Others,"GAUTAM BUDDHA NAGAR",1446082,"मौसम का पूर्वानुमान  दादरी ब्लॉक में अगले 5 दिनों में वर्षा होने की संभावना  है, लेकिन आंशिक रूप से बादल छाए रहेंगे।
","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DADRI,Others,2024-06-20T11:38:48.047,Others,"GAUTAM BUDDHA NAGAR",1456867,"खाद बीज प्राप्त करने के लिए नजदीक की इफको की शाखा में संपर्क करें","FARMER ASKED ABOUT IFFCO FERTILIZER INFORMATION ?","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DADRI,Others,2024-06-20T13:16:50.403,Others,"GAUTAM BUDDHA NAGAR",1456553,"मौसम विभाग के पूर्वानुमान अनुसार  अगले तीन-चार दिन में हल्की बूंदाबांदी होने की संभावना है और बादल बने रहेंगे ","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DADRI,Others,2024-06-20T15:22:26.573,Others,"GAUTAM BUDDHA NAGAR",1450683,"मौसम का पूर्वानुमान अगले तीन दिनों में वर्षा होने की संभावना है","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",20,6,2024
DANKAUR,Others,2024-06-21T19:23:05.603,Others,"GAUTAM BUDDHA NAGAR",1477842,"श्री मान  जी कस्टम हायरिंग सेंटर के तहत आप ट्रैक्टर ले सकते है योजना का लाभ लेने के लिए WWW.AGRICULTURE .UP.IN पंजीकरण कराए अधिक जानकारी के लिए अपनी जिले के जिला कृषि उप निदेशक जी से संपर्क करे |","I want to buy tractor on subsidy, please give information?","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",21,6,2024
JEWAR,Cereals,2024-06-21T19:51:03.507,"Paddy (Dhan)","GAUTAM BUDDHA NAGAR",1477714,"श्रीमान जी धान की नर्सरी पर कॉपर ऑक्सीक्लोराइड 50% WP  की 2.5 ग्राम मात्रा प्रति लीटर पानी में घोल बनाकर स्प्रे करे |","Information about bakanae disease in paddy nursery.....?","	Plant Protection	",NA,AGRICULTURE,"UTTAR PRADESH",21,6,2024
JEWAR,Others,2024-06-23T08:52:13.587,Others,"GAUTAM BUDDHA NAGAR",1498533,"महोदय 23 जून से 29 जून तक बीच बूंदाबांदी के साथ हल्की वर्षा होने की संभावना है, आंशिक रूप से बादल छाए रहेंगे। आज का न्यूनतम तापमान 32 ° C और अधिकतम तापमान 34 ° C एवं हवा की गति 4-18 किलोमीटर प्रति घंटा रहने की संभावना है। मौसम के अनुसार कृषि कार्य को करे|","Farmer asked query on Weather",Weather,NA,AGRICULTURE,"UTTAR PRADESH",23,6,2024
