BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
MIANGANJ,Pulses,2022-04-02T11:16:19.443,"Green Gram (Moong Bean/ Moong)",UNNAO,1039370,"श्रीमान जी आप मूंग की फसल में 10-15 किलो नत्रजन 40 किग्रा० फास्फोरस 20 किग्रा० पोटाश एवं 20 किग्रा० सल्फर प्रति हेक्टर प्रयोग करें। फास्फोरस के प्रयोग से मूंग की उपज में विशेष वृद्धि होती है।"," Information about nutrient management in green gram?","Fertilizer Use and Availability",NA,AGRICULTURE,"UTTAR PRADESH",2,4,2022
BISAULI,"Sugar and Starch Crops",2022-04-02T11:20:52.253,"Sugarcane (Noble Cane)",BADAUN,1039006,"महोदय आप अपने की  फसल में 30-35 किलोग्राम यूरिया + 8-10 किलोग्राम सागरिका / एकर में प्रयोग करे |
","Ganne ke paodhe ki achhi viridhi ke bare me jankari.....?
","Fertilizer Use and Availability",NA,AGRICULTURE,"UTTAR PRADESH",2,4,2022
GANGESHWARI,Others,2022-04-01T16:25:23.323,Others,"JYOTIBA PHULE NAGAR",1034929,"श्रीमान जी पीएम- किसान सम्मान निधि योजना संबंधित अधिक जानकारी हेतु अपने ब्लॉक या फिर जिले पर उप कृषि निदेशक जी कार्यालय से संपर्क करें| योजना संबंधित अधिक जानकारी हेतु हेल्पलाइन नंबर पर संपर्क करें- 011-2430 0606/155261. (नई दिल्ली)","Information about PM- Kisan Samman Nidhi Yojana (PM- KSNY)....?","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",1,4,2022
PRAYAGPUR,Cereals,2022-04-01T16:28:39.957,Wheat,BAHRAICH,1034869,"श्रीमान जी गेहूं के बीज पर अनुदान भेजे जाने से संबंधित अधिक जानकारी के लिए आप अपने यहां के राजकीय बीज गोदाम प्रभारी जी से या जिला कृषि उपनिदेशक कार्यालय पर संपर्क करें","Provide information related to the status of sending grants on wheat seeds","Government Schemes",NA,AGRICULTURE,"UTTAR PRADESH",1,4,2022
ITWA,Fruits,2022-04-01T16:29:36.1,Bail,"SIDDHARTH NAGAR",1034825,"श्रीमान जी प्लानोफिक्स (नैप्थलीन एसिटिक एसिड) 1 MLप्रति 4 लीटर पानी में मिलाकर स्प्रे करे","Information about in Fruit Dropp in Bael ?","Cultural Practices",NA,HORTICULTURE,"UTTAR PRADESH",1,4,2022
"BALLIA KHERI",Fruits,2022-04-01T16:30:22.853,Mango,SAHARANPUR,1034940,"महोदय जी कॉपर ऑक्सिक्लोराइड 50%WP की 2.5 ग्राम मात्रा प्रति लीटर पानी की दर से घोल बनाकर स्प्रे करें |
","Information regarding the treatment of vegetative mango moleformation in mango plant","	Plant Protection	",NA,HORTICULTURE,"UTTAR PRADESH",1,4,2022
FARAH,Fruits,2022-04-01T16:30:54.647,Mango,MATHURA,1034900,"कार्बण्डाजिम 50 % @ 1 ग्राम /लीटर पानी की दर से छिड़काव करे |","Powdery mildew problem in mango?","	Plant Protection	",NA,HORTICULTURE,"UTTAR PRADESH",1,4,2022
Sambhal,"Medicinal and Aromatic Plants",2022-04-01T16:31:11.54,Mentha,"SAMBAL (BHIM NAGAR)",1034885,"श्रीमान जी,मेंथा की फसल में खरपतवार नियंत्रण के लिए निराई - गुड़ाई कराएं |","Information about control of weed in Mentha crop?","Cultural Practices",NA,HORTICULTURE,"UTTAR PRADESH",1,4,2022
"BALLIA KHERI",Fruits,2022-04-01T16:34:14.447,Mango,SAHARANPUR,1034941,"महोदय जी -10 किलोग्राम सड़ी हुई गोबर की खाद, 100 ग्राम यूरिया ,150 ग्राम डीएपी ,50 ग्राम पोटाश, 50 ग्राम सूक्ष्म पोषक तत्व प्रति पौधे के चारों तरफ गुड़ाई करके मिलाकर सिंचाई करें |","Information regarding the treatment of vegetative mango moleformation in mango plant","	Plant Protection	",NA,HORTICULTURE,"UTTAR PRADESH",1,4,2022
BILARI,"Sugar and Starch Crops",2022-04-01T16:42:15.48,"Sugarcane (Noble Cane)",MORADABAD,1034816,"श्रीमान जी गन्ने की निराई गुड़ाई करने के बाद 45 किलोग्राम डीएपी डालें और तुरंत सिंचाई कर दें जब पैर रखने योग्य भूमि हो जाए तो आप बचा हुआ उर्वरक 15 किलोग्राम और 8 किलोग्राम सागरिका या माइक्रोन्यूट्रिएंट्स में मिलाकर बिखेर कर","Information about of Growth plant required in Sugarcane crop ?","Fertilizer Use and Availability",NA,AGRICULTURE,"UTTAR PRADESH",1,4,2022
